premise	hypothesis	label
تجددگرایی و تضعیف ارزش‌های دینی در کارکردی تعاملی، بخشی از برنامه‌های نوسازی فرهنگی دولت رضاشاه محسوب می‌شد.	دین گرایی از برنامه های نوسازی فرهنگی رضاخان به شمار نمی آید.	e
تجددگرایی و تضعیف ارزش‌های دینی در کارکردی تعاملی، بخشی از برنامه‌های نوسازی فرهنگی دولت رضاشاه محسوب می‌شد.	تجدد گرایی جزء برنامه های رضاخان در نوسازی فرهنگی نبوده است.	c
تجددگرایی و تضعیف ارزش‌های دینی در کارکردی تعاملی، بخشی از برنامه‌های نوسازی فرهنگی دولت رضاشاه محسوب می‌شد.	نوسازی فرهنگی و دگرگونی‌های اجتماعی نیز جایگاه ویژه‌ای دارند.	n
می توان مدعی شد که نهضت تنباکو در زمان قاجار، نخستین رویارویی آشکار میان فقیه و پادشاه در طول تاریخ شیعی، پس از غیبت است.	در زمان قاجار نخستین رو در رویی نهاد مذهبی در برابر استبداد (فقیه در مقابل پادشاه) در تاریخ شیعه پس از غیبت اتفاق افتاد که آن نهضت تنباکو بود.	e
می توان مدعی شد که نهضت تنباکو در زمان قاجار، نخستین رویارویی آشکار میان فقیه و پادشاه در طول تاریخ شیعی، پس از غیبت است.	اولین مقابله نهاد مذهبی با استبداد مربوط به نهضت مشروطیت بود که در زمان قاجار روی داد.	c
می توان مدعی شد که نهضت تنباکو در زمان قاجار، نخستین رویارویی آشکار میان فقیه و پادشاه در طول تاریخ شیعی، پس از غیبت است.	می توان تحریم تنباکو را به عنوان سرسلسله جنبش‌های آزادی خواهانه در تاریخ معاصر ایران به شمار آورد. 	n
اصلاح‌ یا رفرم به معنای بهبود یا ترمیم چیزیست که غلط، فاسد، نامطلوب یا غیره است. حکومتها در زمانهای معینی ناچارا و یا آگاهانه می توانند با پذیرش رفرم از بروز انقلاب جلوگیری کنند.	رفرم از سوی خود حاکمان به منظور بهبود شرایط یا جلوگیری از وقوع انقلاب روی می دهد.	e
اصلاح‌ یا رفرم به معنای بهبود یا ترمیم چیزیست که غلط، فاسد، نامطلوب یا غیره است. حکومتها در زمانهای معینی ناچارا و یا آگاهانه می توانند با پذیرش رفرم از بروز انقلاب جلوگیری کنند.	حکومت ها با انجام کودتا شرایط نامطلوب را تغییر می دهند یا از بروز انقلاب جلوگیری می کنند.	c
اصلاح‌ یا رفرم به معنای بهبود یا ترمیم چیزیست که غلط، فاسد، نامطلوب یا غیره است. حکومتها در زمانهای معینی ناچارا و یا آگاهانه می توانند با پذیرش رفرم از بروز انقلاب جلوگیری کنند.	در جریان مبارزه برای تحقق این رفرم ها توده‌های مردم تجربه سیاسی مهمی کسب می کنند.	n
به‌طور کلی قوانین در سلسله مراتب طولی به این ترتیب قرار می‌گیرند: قانون اساسی، قوانین عادی (قوانین مصوب مجلس)، آیین‌نامه‌ها و نظام‌نامه‌ها.	تقسیم بندی قوانین از نظر سلسله مراتب به این ترتیب است: قانون اساسی، قوانین عادی، آیین‌نامه‌ها.	e
به‌طور کلی قوانین در سلسله مراتب طولی به این ترتیب قرار می‌گیرند: قانون اساسی، قوانین عادی (قوانین مصوب مجلس)، آیین‌نامه‌ها و نظام‌نامه‌ها.	در تقسیم بندی قوانین از لحاظ سلسله مراتب، آیین‌نامه‌ها قبل از قوانین عادی قرار می گیرند.	c
به‌طور کلی قوانین در سلسله مراتب طولی به این ترتیب قرار می‌گیرند: قانون اساسی، قوانین عادی (قوانین مصوب مجلس)، آیین‌نامه‌ها و نظام‌نامه‌ها.	فایده تقسیم‌بندی سلسله مراتبی قوانین در لزوم تبعیت هر قانون از قانون بالاتر می‌باشد.	n
حقوق عمومی به چند شاخه تقسیم می‌شود که حقوق اساسی، حقوق اداری، حقوق جزا و حقوق بین‌الملل عمومی از مهمترین آن هاست.	حقوق اساسی جزء یکی از شاخه های حقوق به نام حقوق عمومی است.	e
حقوق عمومی به چند شاخه تقسیم می‌شود که حقوق اساسی، حقوق اداری، حقوق جزا و حقوق بین‌الملل عمومی از مهمترین آن هاست.	حقوق خصوصی شامل چندین شاخه از جمله حقوق اساسی می باشد.	c
حقوق عمومی به چند شاخه تقسیم می‌شود که حقوق اساسی، حقوق اداری، حقوق جزا و حقوق بین‌الملل عمومی از مهمترین آن هاست.	مهمترین مقررات حقوق عمومی هر کشور در قانون اساسی بیان شده‌است.	n
جنگ نرم نیز همانند جنگ سخت اهداف مختلفی دارد و قاعدتاً هدف نهایی هر دو تغییر کامل نظام سیاسی یک کشور است.	هدف اصلی از جنگ نرم براندازی نظام سیاسی یک کشور است.	e
جنگ نرم نیز همانند جنگ سخت اهداف مختلفی دارد و قاعدتاً هدف نهایی هر دو تغییر کامل نظام سیاسی یک کشور است.	نفوذ در مختصات فکری دشمن مقصد نهایی جنگ نرم است.	c
جنگ نرم نیز همانند جنگ سخت اهداف مختلفی دارد و قاعدتاً هدف نهایی هر دو تغییر کامل نظام سیاسی یک کشور است.	حوزه های تهدید جنگ نرم اجتماعی، فرهنگی و سیاسی است.	n
باخروج ایران از سنتو، این مجموعه که تأمین کننده منافع امریکا در بُعد سیاسی و امنیتی در منطقه بود فروپاشید.	خروج ایران از پیمان سنتو سبب محو نقش ایران در جهت حفظ منافع سیاسی و امنیتی آمریکا شد.	e
باخروج ایران از سنتو، این مجموعه که تأمین کننده منافع امریکا در بُعد سیاسی و امنیتی در منطقه بود فروپاشید.	تبدیل ایران به پایه اقتصادی آمریکا در خاورمیانه با خروج از پیمان سنتو اتفاق افتاد.	c
باخروج ایران از سنتو، این مجموعه که تأمین کننده منافع امریکا در بُعد سیاسی و امنیتی در منطقه بود فروپاشید.	پاکستان با انتقاد از عدم حمایت سنتو از مواضع اسلام‌آباد در برابر هند، از آن جدا شد.	n
پس از حادثه اشغال سفارت آمریکا توسط دانشجویان در ۱۳ آبان مهدی بازرگان و دولت موقت او به‌طور کامل استعفا دادند.	 آخرین حادثه قبل از کناره گیری دولت موقت،تسخیر سفارت آمریکا بود.	e
پس از حادثه اشغال سفارت آمریکا توسط دانشجویان در ۱۳ آبان مهدی بازرگان و دولت موقت او به‌طور کامل استعفا دادند.	دولت موقت پس از حادثه عملیات طبس به طور کامل کناره گیری کردند.	c
پس از حادثه اشغال سفارت آمریکا توسط دانشجویان در ۱۳ آبان مهدی بازرگان و دولت موقت او به‌طور کامل استعفا دادند.	دولت موقت ایران به منظور رسیدگی به اوضاع به فرمان امام خمینی تشکیل شد.	n
یونسکو با پیشنهاد ترکیه، سال ۲۰۰۷ را سال جهانی مولانا نامیده‌است. خودِ سازمان یونسکو، یادبود هشتصدمین سالگرد تولد مولانا را در تاریخ ۶ سپتامبر سال ۲۰۰۷ برگزار کرد.	یونسکو سال ۲۰۰۷ میلادی را به نام سال مولانا انتخاب کرده است.	e
یونسکو با پیشنهاد ترکیه، سال ۲۰۰۷ را سال جهانی مولانا نامیده‌است. خودِ سازمان یونسکو، یادبود هشتصدمین سالگرد تولد مولانا را در تاریخ ۶ سپتامبر سال ۲۰۰۷ برگزار کرد.	سال ۲۰۰۰ میلادی به عنوان سال مولانا از طرف یونسکو انتخاب شده است.	c
یونسکو با پیشنهاد ترکیه، سال ۲۰۰۷ را سال جهانی مولانا نامیده‌است. خودِ سازمان یونسکو، یادبود هشتصدمین سالگرد تولد مولانا را در تاریخ ۶ سپتامبر سال ۲۰۰۷ برگزار کرد.	در سال ۲۰۰۷ تمبر مولانا با نمایی از استاد بهزاد در آمریکا منتشر شد.	n
مولانا بیشتر آثارش را به زبان فارسی نوشته‌است، اما در اشعارش از ترکی، عربی و کاپادوسیه‌ای یونانی نیز استفاده کرده‌است.	اکثر آثار مولانا به زبان فارسی نوشته شده است.	e
مولانا بیشتر آثارش را به زبان فارسی نوشته‌است، اما در اشعارش از ترکی، عربی و کاپادوسیه‌ای یونانی نیز استفاده کرده‌است.	مولانا اکثر آثار خود را به زبان ترکی نوشته است.	c
مولانا بیشتر آثارش را به زبان فارسی نوشته‌است، اما در اشعارش از ترکی، عربی و کاپادوسیه‌ای یونانی نیز استفاده کرده‌است.	مولوی زادهٔ بلخ خوارزمشاهیان(افغانستان کنونی)بود.	n
روز ۲۵ فروردین در تقویم ایران روز ملی عطار است که هرساله در نیشابور، آرامگاه وی همراه برنامه‌های عطارشناسی برگزار می‌شود.	روز ملی عطار، ۲۵ فروردین است.	e
روز ۲۵ فروردین در تقویم ایران روز ملی عطار است که هرساله در نیشابور، آرامگاه وی همراه برنامه‌های عطارشناسی برگزار می‌شود.	۱۷ شهریور، روز ملی عطار است.	c
روز ۲۵ فروردین در تقویم ایران روز ملی عطار است که هرساله در نیشابور، آرامگاه وی همراه برنامه‌های عطارشناسی برگزار می‌شود.	عطار در سال ۵۴۰ هجری زاده شد.	n
مقامات الطیور که با نام منطق الطیر خوانده می‌شود شرح سفر مرغان است به درگاه سیمرغ. داستان شیخ صنعان طولانی‌ترین داستان این کتاب است و حدود ۴۰۸ بیت دارد .	"طولانی‌ترین داستان کتاب ""منطق الطیر""، داستان شیخ صنعان می باشد."	e
مقامات الطیور که با نام منطق الطیر خوانده می‌شود شرح سفر مرغان است به درگاه سیمرغ. داستان شیخ صنعان طولانی‌ترین داستان این کتاب است و حدود ۴۰۸ بیت دارد .	"داستان نود وهفت تن از اولیاء، طولانی‌ترین داستان کتاب ""منطق الطیر"" است."	c
مقامات الطیور که با نام منطق الطیر خوانده می‌شود شرح سفر مرغان است به درگاه سیمرغ. داستان شیخ صنعان طولانی‌ترین داستان این کتاب است و حدود ۴۰۸ بیت دارد .	مختارنامه مجموعه رباعیات دارای پنجاه باب در موضوعات مختلف می باشد.	n
اسرارنامه یکی از مثنوی‌های مسلم‌السند فریدالدین عطار نیشابوری و احتمالاً از جمله نخستین آثار او بوده‌است. این اثر مشتمل است بر ۳۳۰۵ بیت در ۲۲ مقاله.	"""اسرارنامه"" اثر عطار نیشابوری است و شامل ۲۲ مقاله می باشد."	e
اسرارنامه یکی از مثنوی‌های مسلم‌السند فریدالدین عطار نیشابوری و احتمالاً از جمله نخستین آثار او بوده‌است. این اثر مشتمل است بر ۳۳۰۵ بیت در ۲۲ مقاله.	"""اسرارنامه"" از آثار نظامی گنجوی است که مشتمل بر ۳۰ مقاله است."	c
اسرارنامه یکی از مثنوی‌های مسلم‌السند فریدالدین عطار نیشابوری و احتمالاً از جمله نخستین آثار او بوده‌است. این اثر مشتمل است بر ۳۳۰۵ بیت در ۲۲ مقاله.	سه مقاله نخستین اسرارنامه به ترتیب دربارهٔ توحید و نعت رسول اکرم است.	n
در دوره پهلوی اول آیت الله حائری یزدی شکل دیگری از مبارزه نهاد دینی را پدید آورد. اگر علمای پیش از وی در بعد سیاسی و انقلابی با دوضلع استبداد و استعمار درگیر بودند، او به ضلع سوم یعنی لائیتیسم در حال پیشروی هم توجه کرد و به عنوان جبهه اصلی در برابر دین، به مقابله با آن پرداخت.	در دوره پهلوی اول آیت الله حائری یزدی با پدید آوردن شکل دیگری از مبارزه نهاد دینی، به ضلع سوم یعنی لائیتیسم در حال پیشروی توجه کرد.	e
در دوره پهلوی اول آیت الله حائری یزدی شکل دیگری از مبارزه نهاد دینی را پدید آورد. اگر علمای پیش از وی در بعد سیاسی و انقلابی با دوضلع استبداد و استعمار درگیر بودند، او به ضلع سوم یعنی لائیتیسم در حال پیشروی هم توجه کرد و به عنوان جبهه اصلی در برابر دین، به مقابله با آن پرداخت.	عالمی که شکل دیگری از مبارزه نهاد دینی را به وجود آورد و به ضلع سوم یعنی لائیتیسم در حال پیشرفت توجه کرد، شیخ فضل الله نوری بود.	c
در دوره پهلوی اول آیت الله حائری یزدی شکل دیگری از مبارزه نهاد دینی را پدید آورد. اگر علمای پیش از وی در بعد سیاسی و انقلابی با دوضلع استبداد و استعمار درگیر بودند، او به ضلع سوم یعنی لائیتیسم در حال پیشروی هم توجه کرد و به عنوان جبهه اصلی در برابر دین، به مقابله با آن پرداخت.	با ضلع سوم یعنی لائیتیسم به مقابله پرداخت و با تقویت فرهنگ دینی از سوی آیت الله حائری یزدی اندیشه دینی بر سکولاریسم تفوق یافت.	n
 در اردیبهشت ماه ۱۳۲۸، مجلس مؤسسان به منظور تقویت سلطنت و استقرار حاکمیت شاه و بازگشت به دوران دیکتاتوری قبل از سال ۱۳۲۰ و تضعیف حقوق ملت به دستور شاه تشکیل شد.	در سال ۱۳۲۸ مجلس موسسان به دستور شاه جهت تقویت سلطنت و استقرار حاکمیت تشکیل شد.	e
 در اردیبهشت ماه ۱۳۲۸، مجلس مؤسسان به منظور تقویت سلطنت و استقرار حاکمیت شاه و بازگشت به دوران دیکتاتوری قبل از سال ۱۳۲۰ و تضعیف حقوق ملت به دستور شاه تشکیل شد.	برای تقویت و استقرار سلطنت و حاکمیت مجلس سنا به دستور محمدرضا شاه در سال ۱۳۲۸ شکل گرفت.	c
 در اردیبهشت ماه ۱۳۲۸، مجلس مؤسسان به منظور تقویت سلطنت و استقرار حاکمیت شاه و بازگشت به دوران دیکتاتوری قبل از سال ۱۳۲۰ و تضعیف حقوق ملت به دستور شاه تشکیل شد.	پس از تغییرات ماده‌های ۳۶ تا ۴۰، نخستین مجلس مؤسسان منجر به تغییر سلطنت از قاجار به پهلوی شد.	n
فریدالدین ابوحامد محمد عطار نیشابوری مشهور به شیخ عطّار نیشابوری یکی از عارفان، صوفیان و شاعران ایرانی سترگ و بلندنام ادبیات فارسی در سدهٔ ششم است.	عطار نیشابوری شاعر قرن ششم است.	e
فریدالدین ابوحامد محمد عطار نیشابوری مشهور به شیخ عطّار نیشابوری یکی از عارفان، صوفیان و شاعران ایرانی سترگ و بلندنام ادبیات فارسی در سدهٔ ششم است.	عطار نیشابوری از شعرای قرن هشتم است.	c
فریدالدین ابوحامد محمد عطار نیشابوری مشهور به شیخ عطّار نیشابوری یکی از عارفان، صوفیان و شاعران ایرانی سترگ و بلندنام ادبیات فارسی در سدهٔ ششم است.	عطار به هنگام حملهٔ مغول به قتل رسید.	n
"غزل ""آفتاب وفا"" اثر خاقانی که بعدها حافظ تحت تاثیر آن غزل معروف ""ای هد هد صبا به سبا می فرستمت"" را سرود، گواه سادگی ، روانی و تاثیرگذاری اشعار خاقانی می باشد."	"حافظ، غزل""ای هد هد صبا به سبا می فرستمت"" را تحت تاثیر غزل ""آفتاب وفا"" سروده است."	e
"غزل ""آفتاب وفا"" اثر خاقانی که بعدها حافظ تحت تاثیر آن غزل معروف ""ای هد هد صبا به سبا می فرستمت"" را سرود، گواه سادگی ، روانی و تاثیرگذاری اشعار خاقانی می باشد."	"غزل""ای هد هد صبا به سبا می فرستمت"" از حافظ تحت تاثیر شعر""بوی جوی مولیان"" سروده شده است."	c
"غزل ""آفتاب وفا"" اثر خاقانی که بعدها حافظ تحت تاثیر آن غزل معروف ""ای هد هد صبا به سبا می فرستمت"" را سرود، گواه سادگی ، روانی و تاثیرگذاری اشعار خاقانی می باشد."	افضل‌الدّین بدیل بن علی خاقانی شروانی، متخلّص به خاقانی که لقب مهم وی حَسّان العجم است.	n
مهمترین درخواست متحصنین از دولت: عزل علاءالدوله، مسیو نوز و برقراری عدالتخانه بوده است، به گونه ای که دربند چهارم خواسته ی متحصنین و علما در مهاجرت صغرا، تشکیل عدالت خانه دولتی برای رسیدگی به شکایت های رعایا و مظلومان از دولت مطرح شده است.	عدالت خانه در پی رسیدگی به شکایت مردم از دولت پدید آمد.	e
مهمترین درخواست متحصنین از دولت: عزل علاءالدوله، مسیو نوز و برقراری عدالتخانه بوده است، به گونه ای که دربند چهارم خواسته ی متحصنین و علما در مهاجرت صغرا، تشکیل عدالت خانه دولتی برای رسیدگی به شکایت های رعایا و مظلومان از دولت مطرح شده است.	برای مقابله با استعمار خارجی متحصنین درخواست تشکیل عدالت خانه دادند.	c
مهمترین درخواست متحصنین از دولت: عزل علاءالدوله، مسیو نوز و برقراری عدالتخانه بوده است، به گونه ای که دربند چهارم خواسته ی متحصنین و علما در مهاجرت صغرا، تشکیل عدالت خانه دولتی برای رسیدگی به شکایت های رعایا و مظلومان از دولت مطرح شده است.	در آن زمان، از «عدالت» فقط نام آن بر دیوان عدلیه باقی مانده بود.	n
پادشاهان صفوی به یاری مذهب شیعی موفق به احیای مجدد هویت ایرانی شدند.	در دوران صفویه هویت ایرانی در قالب مذهب تشیع احیا گردید.	e
پادشاهان صفوی به یاری مذهب شیعی موفق به احیای مجدد هویت ایرانی شدند.	هویت ایرانی در زمان حکومت پهلوی به کمک مذهب شیعی زنده شد.	c
پادشاهان صفوی به یاری مذهب شیعی موفق به احیای مجدد هویت ایرانی شدند.	در زمان صفویان اکثر مردم شیعه بودند و به خاطر همین صفویان پیروز شدند.	n
منابع نفتی خاورمیانه ابتدا توجه قدرت های استعماری نظیر انگلستان و سپس آمریکا و آلمان را به خود جلب کرد تا جایی که در اوایل قرن بیستم نفت این منطقه بین شرکت های انگلیسی و آمریکایی تقسیم شد. 	در اوایل قرن بیستم منابع نفتی خاورمیانه بیشتر بین شرکت های آمریکایی و انگلیسی تقسیم شد.	e
منابع نفتی خاورمیانه ابتدا توجه قدرت های استعماری نظیر انگلستان و سپس آمریکا و آلمان را به خود جلب کرد تا جایی که در اوایل قرن بیستم نفت این منطقه بین شرکت های انگلیسی و آمریکایی تقسیم شد. 	نفت خاورمیانه در اوایل قرن بیستم بیشتر نصیب شرکت های آمریکایی و آلمانی شد.	c
منابع نفتی خاورمیانه ابتدا توجه قدرت های استعماری نظیر انگلستان و سپس آمریکا و آلمان را به خود جلب کرد تا جایی که در اوایل قرن بیستم نفت این منطقه بین شرکت های انگلیسی و آمریکایی تقسیم شد. 	در خاورمیانه تولید نفت اول بار در اوایل قرن بیستم در ایران آغاز شد.	n
برخی از وظایف هیأت رئیسه سنى، عبارت است از اداره جلسه افتتاحیه مجلس، انجام مراسم تحلیف و قرعه کشی برای تعیین اعضای شعب.	وظیفه هیئت رئیسه سنی، اداره جلسه افتتاحیه مجلس شورای اسلامی می باشد.	e
برخی از وظایف هیأت رئیسه سنى، عبارت است از اداره جلسه افتتاحیه مجلس، انجام مراسم تحلیف و قرعه کشی برای تعیین اعضای شعب.	اداره جلسه افتتاحیه مجلس را هیأت رئیسه موقت بر عهده دارد.	c
برخی از وظایف هیأت رئیسه سنى، عبارت است از اداره جلسه افتتاحیه مجلس، انجام مراسم تحلیف و قرعه کشی برای تعیین اعضای شعب.	تا زمان انتخاب هیئت رئیسه، یک هیئت رئیسه سنی جلسات را اداره خواهد کرد.	n
انقلاب در لغت برگشتن از حالی به حالی، دگرگون شدن، تغییر و تحول است و از نظر سیاسی تلاش عده ای برای واژگون کردن حکومت و ایجاد حکومتی نو است.	به لحاظ سیاسی اقدام عده ای برای براندازی و ایجاد حکومتی جدید معنای انقلاب است.	e
انقلاب در لغت برگشتن از حالی به حالی، دگرگون شدن، تغییر و تحول است و از نظر سیاسی تلاش عده ای برای واژگون کردن حکومت و ایجاد حکومتی نو است.	معنای کودتا از لحاظ سیاسی اقدامات عده ای برای برانداختن و تشکیل حکومتی جدید است.	c
انقلاب در لغت برگشتن از حالی به حالی، دگرگون شدن، تغییر و تحول است و از نظر سیاسی تلاش عده ای برای واژگون کردن حکومت و ایجاد حکومتی نو است.	انقلاب سیاسی، انقلابی است که در آن ساختار سیاسی دچار تغییر و دگرگونی می شود.	n
شایعه یکی از ترفند های رسانه ای و عملیات روانی در جنگ نرم است.با توجه به موضوع و جامعه هدف، شایعات گوناگونی تولید می شوند که عبارتند از شایعات تفرقه افکن، هراس آور، امید بخش، آتشین، خزنده، دلفینی یا غواصی	آتشین، امید بخش، تفرقه افکن و هراس آور از انواع شایعه یکی از روش های نرم است.	e
شایعه یکی از ترفند های رسانه ای و عملیات روانی در جنگ نرم است.با توجه به موضوع و جامعه هدف، شایعات گوناگونی تولید می شوند که عبارتند از شایعات تفرقه افکن، هراس آور، امید بخش، آتشین، خزنده، دلفینی یا غواصی	کلی گویی از روش های جنگ نرم است که انواع آن آتشین، امید بخش، تفرقه افکن و هراس آور است.	c
شایعه یکی از ترفند های رسانه ای و عملیات روانی در جنگ نرم است.با توجه به موضوع و جامعه هدف، شایعات گوناگونی تولید می شوند که عبارتند از شایعات تفرقه افکن، هراس آور، امید بخش، آتشین، خزنده، دلفینی یا غواصی	در شایعه سازی از تاکتیک های گوناگون از جمله تسطیح، همانند سازی، برجسته سازی و… استفاده می شود.	n
 اولین پیروزی عظیم ایران در جنگ، عملیات ثامن‌الائمه است که در تاریخ ۵/۷/۱۳۶۰ و با حضور لشکر ۷۷ پیاده ارتش و نیروهای سپاه و بسیج مردمی در شمال آبادان و شرق رود کارون اجرا گردید و محاصره آبادان به کلی درهم شکست.	عملیات ثامن‎الائمه اولین پیروزی بزرگ ایران در جبهه‌های جنگ بود.	e
 اولین پیروزی عظیم ایران در جنگ، عملیات ثامن‌الائمه است که در تاریخ ۵/۷/۱۳۶۰ و با حضور لشکر ۷۷ پیاده ارتش و نیروهای سپاه و بسیج مردمی در شمال آبادان و شرق رود کارون اجرا گردید و محاصره آبادان به کلی درهم شکست.	نخستین پیروزی ایران در جنگ، عملیات کربلای۵ بود.	c
 اولین پیروزی عظیم ایران در جنگ، عملیات ثامن‌الائمه است که در تاریخ ۵/۷/۱۳۶۰ و با حضور لشکر ۷۷ پیاده ارتش و نیروهای سپاه و بسیج مردمی در شمال آبادان و شرق رود کارون اجرا گردید و محاصره آبادان به کلی درهم شکست.	عملیات ثامن‌الائمه اولین حرکت جدی و سازمان یافته نیروهای مسلح بود.	n
حمله عراق به مرزهای ایران به صورت رسمی در ۳۱ شهریور ۱۳۵۹ برابر ۲۲ سپتامبر ۱۹۸۰ آغاز شد.	در ۳۱ شهریور ۱۳۵۹ ارتش بعث عراق تهاجم خود را به مرزهای ایران آغاز کرد.	e
حمله عراق به مرزهای ایران به صورت رسمی در ۳۱ شهریور ۱۳۵۹ برابر ۲۲ سپتامبر ۱۹۸۰ آغاز شد.	حمله عراق به ایران در تاریخ ۳۰ شهریور ۱۳۵۸ شروع شد.	c
حمله عراق به مرزهای ایران به صورت رسمی در ۳۱ شهریور ۱۳۵۹ برابر ۲۲ سپتامبر ۱۹۸۰ آغاز شد.	جنگ عراق با ایران در ایران با نام جنگ تحمیلی شناخته شده است.	n
در سال ۱۳۵۸مأموریت جدیدی از طرف امام خمینی به امام خامنه‌ای واگذار شده بود: نمایندگی حضرت امام در رسیدگی به نیازهای مردم سیستان و بلوچستان. امام خمینی در حکم خود به آیت‌الله خامنه‌ای گفته‌اند: جنابعالی به آن منطقه رفته به خواسته‌های اهالی محترم آن مناطق رسیدگی نمایید و انتظارات مردم دلیر آن دیار را برای اینجانب و اولیای امور گزارش دهید.	امام خمینی در سال ۱۳۵۸ ، امام خامنه‌ای را جهت بررسی مسائل شهرهای استان سیستان و بلوچستان و رسیدگی به وضع مردم آن منطقه اعزام نمودند.	e
در سال ۱۳۵۸مأموریت جدیدی از طرف امام خمینی به امام خامنه‌ای واگذار شده بود: نمایندگی حضرت امام در رسیدگی به نیازهای مردم سیستان و بلوچستان. امام خمینی در حکم خود به آیت‌الله خامنه‌ای گفته‌اند: جنابعالی به آن منطقه رفته به خواسته‌های اهالی محترم آن مناطق رسیدگی نمایید و انتظارات مردم دلیر آن دیار را برای اینجانب و اولیای امور گزارش دهید.	در سال ۱۳۵۸، امام خمینی ماموریت رسیدگی به نیازهای مردم سیستان و بلوچستان را بر عهده دکتر چمران قرار داد. 	c
در سال ۱۳۵۸مأموریت جدیدی از طرف امام خمینی به امام خامنه‌ای واگذار شده بود: نمایندگی حضرت امام در رسیدگی به نیازهای مردم سیستان و بلوچستان. امام خمینی در حکم خود به آیت‌الله خامنه‌ای گفته‌اند: جنابعالی به آن منطقه رفته به خواسته‌های اهالی محترم آن مناطق رسیدگی نمایید و انتظارات مردم دلیر آن دیار را برای اینجانب و اولیای امور گزارش دهید.	نخستین حضور امام خامنه‌ای در استان سیستان و بلوچستان در روز ۱۲ فروردین ۱۳۵۸ بود	n
 با پایان یافتن جنگ جهانی اول و تجزیه امپراطوری عثمانی، عراق تحت سرپرستی و قیمومیت استعمار انگلستان قرار گرفت.	پس از انهدام دولت عثمانی، عراق تحت قیومیت انگلستان در آمد.	e
 با پایان یافتن جنگ جهانی اول و تجزیه امپراطوری عثمانی، عراق تحت سرپرستی و قیمومیت استعمار انگلستان قرار گرفت.	بعد از تجزیه دولت عثمانی، آمریکا سرپرستی عراق را بر عهده داشت.	c
 با پایان یافتن جنگ جهانی اول و تجزیه امپراطوری عثمانی، عراق تحت سرپرستی و قیمومیت استعمار انگلستان قرار گرفت.	به تدریج احزاب سیاسی در عراق فعال شدند و تلاش‌هایی برای استقلال عراق صورت گرفت.	n
ایران دارای ۳ امتیاز است: ۱. متصل به موقعیت بری اوراسیاست. ۲. به لحاظ در اختیار داشتن تنگه استراتژیک هرمز،دارای موقعیت گذرگاهی است و روزانه بیش از ۱۸میلیون بشکه نفت از این تنگه صادر می شود .۳. ...	ایران به علت در اختیار داشتن تنگه هرمز دارای موقعیت گذرگاهی است.	e
ایران دارای ۳ امتیاز است: ۱. متصل به موقعیت بری اوراسیاست. ۲. به لحاظ در اختیار داشتن تنگه استراتژیک هرمز،دارای موقعیت گذرگاهی است و روزانه بیش از ۱۸میلیون بشکه نفت از این تنگه صادر می شود .۳. ...	متصل بودن به موقعیت بری اوراسیاست، برای ایران موقعیت گذرگاهی محسوب می‌شود. 	c
ایران دارای ۳ امتیاز است: ۱. متصل به موقعیت بری اوراسیاست. ۲. به لحاظ در اختیار داشتن تنگه استراتژیک هرمز،دارای موقعیت گذرگاهی است و روزانه بیش از ۱۸میلیون بشکه نفت از این تنگه صادر می شود .۳. ...	ایران به سبب دارا بودن سواحل طولانی در خلیج فارس و دریای عمان از موقعیت بحری برخوردار است.	n
عملیات فروغ جاویدان، توسط نیروهای مجاهدین خلق (منافقین) و با پشتیبانی لجستیکی و اطلاعاتی عراق و دیگر کشورهای عربی صورت گرفت.	عملیات فروغ جاویدان توسط منافقین و پشتیبانی عراق صورت گرفت.	e
عملیات فروغ جاویدان، توسط نیروهای مجاهدین خلق (منافقین) و با پشتیبانی لجستیکی و اطلاعاتی عراق و دیگر کشورهای عربی صورت گرفت.	گروه منافقین با همکاری و پشتیبانی آمریکا عملیات فروغ جاویدان را اجرا کردند.	c
عملیات فروغ جاویدان، توسط نیروهای مجاهدین خلق (منافقین) و با پشتیبانی لجستیکی و اطلاعاتی عراق و دیگر کشورهای عربی صورت گرفت.	عملیات فروغ جاویدان با مختصات فتح ۳۳ ساعته تهران برنامه‌ریزی شده بود.	n
افضل‌الدّین بدیل بن علی خاقانی شروانی، متخلّص به خاقانی از جملهٔ نامدارترین شاعران ایرانی و بزرگ‌ترین قصیده سرایان تاریخ شعر و ادب فارسی به‌شمار می‌آید. از القاب مهم وی حَسّان عجم است.	"""حسان عجم"" لقب خاقانی شروانی است."	e
افضل‌الدّین بدیل بن علی خاقانی شروانی، متخلّص به خاقانی از جملهٔ نامدارترین شاعران ایرانی و بزرگ‌ترین قصیده سرایان تاریخ شعر و ادب فارسی به‌شمار می‌آید. از القاب مهم وی حَسّان عجم است.	"لقب سعدی شیرازی، ""حسان عجم"" است."	c
افضل‌الدّین بدیل بن علی خاقانی شروانی، متخلّص به خاقانی از جملهٔ نامدارترین شاعران ایرانی و بزرگ‌ترین قصیده سرایان تاریخ شعر و ادب فارسی به‌شمار می‌آید. از القاب مهم وی حَسّان عجم است.	آرامگاه خاقانی واقع در شهر تبریز است.	n
